微博id,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
EsMqIpG7L,#田宇羊羽的红包#Boomshakalaka！我在田宇羊羽 的红包中抽到了@滴滴出行 提供的“滴滴贺岁感恩券”，2017年的小惊喜！也许你的惊喜更大哦~田宇羊羽 的红包  ,无,无,True,无,无,2017-01-27 18:09,粉丝红包,1,0,0
EsMqxtOug,#赵康玮的红包#Boomshakalaka！我在赵康玮 的红包中抽到了@微博会员 提供的“50元会员红包”，2017年的小惊喜！也许你的惊喜更大哦~赵康玮 的红包  ,无,无,True,无,无,2017-01-27 18:08,粉丝红包,1,0,0
EsBXS9lnE,#玉品轩翡翠-方俊燕的红包#Boomshakalaka！我在玉品轩翡翠-方俊燕 的红包中抽到了@微博电影 提供的“电影代金券”，2017年的小惊喜！也许你的惊喜更大哦~玉品轩翡翠-方俊燕 的红包  ,无,无,True,无,无,2017-01-26 15:30,粉丝红包,1,0,0
EsBXK9Mtb,#玉品轩翡翠-方俊燕的红包#Boomshakalaka！我在玉品轩翡翠-方俊燕 的红包中抽到了@微博电影 提供的“电影代金券”，2017年的小惊喜！也许你的惊喜更大哦~玉品轩翡翠-方俊燕 的红包  ,无,无,True,无,无,2017-01-26 15:30,粉丝红包,1,0,1
Erw6VzHW7,#wu世勋-EXO的红包#Boomshakalaka！我在wu世勋-EXO 的红包中抽到了@众筹吧 提供的“众筹现金券”，2017年的小惊喜！也许你的惊喜更大哦~wu世勋-EXO 的红包  ,无,无,True,无,无,2017-01-19 10:46,粉丝红包,4,1,2
En5wKwOcj,"转发理由:我参与了@乐视视频 发起的投票 【#心理罪2#背后的终极大boss是谁？】，我投给了“周教授：原心理教授，现天使堂院长”这个选项。你也快来表态吧~  
原始用户: 蛋NiKa
转发内容: 【#心理罪2#背后的终极大boss是谁？戳右投票，有机会赢剧中同款@超级手机 、移动电源、@陈若轩 @王泷正 亲笔签名照。来来来，买定离手啦】http://t.cn/RIxQWLa  ",无,无,False,无,无,2016-12-21 07:44,投票,0,0,0
EjOOWxVPk,"转发理由:希望能快点入手！🙏🙏🙏  
原始用户: 一加手机
转发内容: #OnePlus3T#来了，2699元起！Dash 极速闪充+骁龙821+6GB&64/128GB超大存储组合+前后1600万极速美拍，全新的 OnePlus 3T，满足你对一部旗舰的渴望与想象！11月30日上午10点，OnePlus 官网：http://t.cn/RfHaAdL 京东：http://t.cn/R5DlZhe 极速开售！转发评论本微博，随机送出 OnePlus 3T 三台！  原图 ",无,http://ww1.sinaimg.cn/large/e6bb7c0dgw1fa91req9r7j20ogc0fhdu.jpg,False,无,无,2016-11-29 19:41,iPhone 7 Plus,0,0,0
EjBhr83y3,"转发理由:转发微博  
原始用户: 猫舌张
转发内容: 【川普胜选后首次接受采访的视频】川普携全家出镜CBS《60分钟》，回答了有关希拉里、建墙、奥巴马医改等尖锐问题。很不错的美音听说训练素材，一起来学习一下视频中的一些地道表达。http://t.cn/Rf5SBna  ",无,无,False,无,无,2016-11-28 09:13,iPhone 7 Plus,0,0,0
Ejs8daj57,印度教？ 印度尼西亚·巴厘岛  显示地图 原图 ,http://ww3.sinaimg.cn/large/43e5425dgw1fa6fkcamjvj20zk0qoamg.jpg,无,True,无,印度尼西亚·巴厘岛,2016-11-27 09:55,iPhone 7 Plus,48,3,31
Ejfvnn2BJ,http://t.cn/Rfp0Lus  ,无,无,True,无,无,2016-11-26 01:47,iOS,5,1,1
EiTN9do25,"转发理由:Cayenne is Comming  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2016-11-23 18:30,iPhone 7 Plus,0,0,0
Eilrqeona,"转发理由:转发微博  
原始用户: 思想聚焦
转发内容: 真是看的要哭出来了。  [组图共8张] 原图 ",无,"http://ww4.sinaimg.cn/large/67dd74e0gw1f9xt0keeq6j20hr0krmyf.jpg,http://ww4.sinaimg.cn/large/67dd74e0gw1f9xt0l0vy8j20hr0argml.jpg,http://ww3.sinaimg.cn/large/67dd74e0gw1f9xt0ks69qj20hr0bxdgw.jpg,http://ww2.sinaimg.cn/large/67dd74e0gw1f9xt0l5zcfj20hr0e0t9z.jpg,http://ww2.sinaimg.cn/large/67dd74e0gw1f9xt0kumgvj20hl08iq3i.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1f9xt0ldyxnj20hr0c0t9f.jpg,http://ww2.sinaimg.cn/large/67dd74e0gw1f9xt0li0saj20hr0joq4p.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1f9xt0lnlc3j20hr08fq3k.jpg",False,无,无,2016-11-20 03:03,iPhone 7 Plus,4,3,5
EfzoO8VxD,"转发理由:转发微博  
原始用户: ZEALER
转发内容: #2016年度十佳旗舰手机# 2016 年还未结束，就有一些厂商永远离我们而去了，可见手机市场的竞争程度是多么激烈。那么在这为数不多的旗舰机中，哪款才是你的心头好呢？快转发本微博并参与投票：http://t.cn/RVBVOnN ，来拿 @苏宁手机 准备的壕礼吧！ 3 台 iPhone 7，5 块 Apple Watch 在这等你来拿 ~ （投票下周三 18:00 结束；列表为随机排序）              原图                     ",无,http://ww4.sinaimg.cn/large/b89e3f89gw1f9cfp5efhnj20u01hc7h2.jpg,False,无,无,2016-11-01 21:04,iPhone 7 Plus,2,0,0
EfzoCfzOc,我参与了@ZEALER中国 发起的投票【2016年度十佳旗舰手机投票（随机排序）】，我投给了“苹果 iPhone 7 / 7 Plus”等2个选项，你也快来表态吧~http://t.cn/RVBVOnN  ,无,无,True,无,无,2016-11-01 21:04,投票,2,0,0
EeWr3rtLw,"转发理由:难道只有我一个人好奇Multi-Touch Bar在Windows下是什么样子么？  
原始用户: 数字尾巴
转发内容: 北京时间今天凌晨，苹果举行了今年秋季的第二场新品发布会，全新 MacBook Pro 成为绝对主角。MacBook Pro 新品详情：Multi-Touch Bar + Touch ID，全新 MacBook Pro 正式登场！，真机图赏：更轻薄的高性能笔电，全新 MacBook Pro 真机图赏，以及 Apple TV 更新详情：电视也要移动化，Apple 发布电视应用「TV」  都在这里了。  原图 ",无,http://ww3.sinaimg.cn/large/66e8f898gw1f97t25q9jnj21hc0u0q5k.jpg,False,无,无,2016-10-28 17:53,iPhone 7 Plus,5,0,4
﻿EdKL8ExxE,"转发理由:我要中奖！！！！！！！！啦！  
原始用户: ZEALER
转发内容: #ZEALER|LIVE# 「你没见过的王自如桌面2.0」将于周四 10月20日 20:00 与大家见面。现在我们只想任性地抽奖送出一台价值4999元的 #LG 21:9 曲面电竞显示器# 。即刻起，1、关注我们熊猫直播 100906 直播间；2、转发本微博并报出自己的熊猫 ID（例如：“熊猫ID：XXXXX”）。满足以上 2 个条件，即有机会赢走大奖！不仅如此，直播当日我们还会在直播中，以弹幕形式送出另外一个神秘超级大奖 ~               原图                     ",无,http://ww1.sinaimg.cn/large/b89e3f89gw1f8wkiwm422j20p018gaf3.jpg,False,无,无,2016-10-20 22:19,iPhone 7 Plus,2,0,0
Eb4Bsj9ZR,"转发理由:高璇啊！！！！@Ada出生在美国 @爱否科技 @安灵均  
原始用户: 叶志成爱金港
转发内容: 我和@陈震同学 @高璇Echo @牙签Stanley 三人之间的一场赛道较量！写出你认为影片中最帅的车手并且@三位好友 【一等奖】iPhone 7 128g【二等奖】上海GT赛车节VIP门票（2张）开奖时间：10月3日 中午12:00 http://t.cn/RcDU9ey  ",无,无,False,无,无,2016-10-03 07:19,iPhone 7 Plus,0,0,0
Eb23pdaYE,"转发理由:我要中奖啦！ //@任真天:转发此条，抽1个打100块，明早醒来就开！  
原始用户: 唐唐频道
转发内容: 唐唐，我生命中会有道坎儿！！唐唐频道的秒拍视频（来自iphone 宝石蓝）  ",无,无,False,无,无,2016-10-03 00:50,iPhone 7 Plus,0,0,0
Eb1ViC7NS,"转发理由:miiiu哥生快，还有10天我生日，不知道不会中奖…  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2016-10-03 00:30,iPhone 7 Plus,5,0,12
EaF1swVDG,"转发理由:转发微博  
原始用户: 思想聚焦
转发内容: 如果有人说你脸大，就这么回他。  [组图共9张] 原图 ",无,"http://ww1.sinaimg.cn/large/67dd74e0gw1f856ixa0bdj20g40hsq57.jpg,http://ww4.sinaimg.cn/large/67dd74e0gw1f856iyg4xdj20g40hs764.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1f856izxjptj20g40hsgn8.jpg,http://ww3.sinaimg.cn/large/67dd74e0gw1f856j2920nj20g40hsjt6.jpg,http://ww3.sinaimg.cn/large/67dd74e0gw1f856j3xfzkj20g40hsgnc.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1f856j5ot3rj20g40hs0ud.jpg,http://ww4.sinaimg.cn/large/67dd74e0gw1f856j6zh4fj20g40hswg9.jpg,http://ww3.sinaimg.cn/large/67dd74e0gw1f856j8z9jgj20g40hsgnh.jpg,http://ww1.sinaimg.cn/large/67dd74e0gw1f856jayhbzj20g40hsac0.jpg",False,无,无,2016-09-30 14:12,iPhone 7 Plus,4,2,1
EayNFEKD5,"转发理由:M6好帅 //@若想飞扬:#2016巴黎车展# 那个红色的不错哦  
原始用户: 汽车族杂志
转发内容: #2016巴黎车展# BMW M的展台，不多说了，看车吧～ @宝马中国 法国·巴黎  [组图共9张] 原图 ",无,"http://ww1.sinaimg.cn/large/476ad4begw1f8asan1031j20rs0kuag2.jpg,http://ww1.sinaimg.cn/large/476ad4begw1f8asal30qrj20rs0kutcm.jpg,http://ww4.sinaimg.cn/large/476ad4begw1f8asapionnj20rs0ku7bv.jpg,http://ww4.sinaimg.cn/large/476ad4begw1f8asaro8xxj20rs0ku7ad.jpg,http://ww1.sinaimg.cn/large/476ad4begw1f8asato6ycj20rs0kutf5.jpg,http://ww3.sinaimg.cn/large/476ad4begw1f8asawengwj20rs0kun3y.jpg,http://ww1.sinaimg.cn/large/476ad4begw1f8asaxw1ufj20rs0kuq78.jpg,http://ww4.sinaimg.cn/large/476ad4begw1f8asazxb76j20rs0kutdo.jpg,http://ww1.sinaimg.cn/large/476ad4begw1f8asb23fdgj20rs0kutcp.jpg",False,无,无,2016-09-29 22:21,iPhone 7 Plus,0,0,0
EahUs3AMm,"转发理由:前天还说不缺人呢，搞得人家好失望… 评论配图 //@老七mob:回复@VZ7-:今天又推倒了一个细节重新雕琢了一下，好饭不怕晚 //@VZ7-:老七，我受不了了，机上尉什么时候上，我快控制不了自己的双手😖   
转发内容: //t.cn/Rfd3rQV ",https://ww1.sinaimg.cn/large/43e5425djw1f88qytaf3oj20hs0vkac5.jpg,无,False,无,无,2016-09-28 03:21,iPhone 5s,0,0,0
E9Uz51SZp,老七客服不错的！@老七mob @老七贸易  [组图共4张] 原图 ,"http://ww1.sinaimg.cn/large/43e5425djw1f85vwqf54bj20hs0vk40d.jpg,http://ww4.sinaimg.cn/large/43e5425djw1f85vwrsws4j20hs0vkac5.jpg,http://ww3.sinaimg.cn/large/43e5425djw1f85vwt9fajj20hs0vktat.jpg,http://ww2.sinaimg.cn/large/43e5425djw1f85vwoweswj20hs0vk0uy.jpg",无,True,无,无,2016-09-25 15:55,iPhone 5s,166,24,90
E8y7FAsca,"转发理由:电信狗求亮黑，我好累！  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2016-09-16 16:57,iPhone 5s,0,0,0
DEAGg2aNP,"转发理由:正需要  
原始用户: ZEALER
转发内容: #ZEALER众测# 小米生态链旗下睿米科技发布一款产品，集齐语音识别、免提通话、音乐播放、导航播报、车载充电五合一于一体，是众多热爱音乐驾驶用户必带出行装备。转发本微博关注 @ZEALER中国 ，随机抽送2个睿米音乐蓝牙车充！ZEALER社区提供免费产品体验机会，你敢测，我就敢送！http://t.cn/R5kuG5n  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_chijing-e806473437.png,False,无,无,2016-07-13 11:33,Smartisan T2,0,0,1
DDncMk8AZ,"转发理由:转发微博  
原始用户: 武汉大学
转发内容: 一写英文简历就头疼？收好这份实用tips+增色词汇。实用帖，转需！（图：via@人民网）  [组图共9张] 原图 ",无,"http://ww2.sinaimg.cn/large/634fd979jw1f5irhef2hgj20c80p0tcl.jpg,http://ww1.sinaimg.cn/large/634fd979jw1f5irhg0ijbj20c80rs0x7.jpg,http://ww1.sinaimg.cn/large/634fd979jw1f5irhhyucvj20c80sm43w.jpg,http://ww4.sinaimg.cn/large/634fd979jw1f5irhjr4t5j20c80rswj9.jpg,http://ww2.sinaimg.cn/large/634fd979jw1f5irhlcwo5j20c80yqadp.jpg,http://ww2.sinaimg.cn/large/634fd979jw1f5irhn09pbj20c812w42f.jpg,http://ww3.sinaimg.cn/large/634fd979jw1f5irhot32vj20c80yq0w9.jpg,http://ww3.sinaimg.cn/large/634fd979jw1f5irhqhie5j20c80yqjuv.jpg,http://ww3.sinaimg.cn/large/634fd979jw1f5irhs9ywij20c814awik.jpg",False,无,无,2016-07-05 11:25,Smartisan T2,1,3,0
DwvjTden4,"转发理由:好纠结  
原始用户: 当时我就震惊了
转发内容: 卧槽，一脸懵逼，内心无数草泥马奔腾  原图 ",无,http://ww1.sinaimg.cn/large/6927e7a5jw1f41vvbd5t9g208c07g1ky.gif,False,无,无,2016-05-21 07:12,Smartisan T2,1,1,1
DvYn0mFSC,"转发理由:我感觉要中！  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2016-05-17 19:19,Smartisan T2,0,0,1
DnPPbonLU,"转发理由:你们企业家能不能严肃点儿，不老开玩笑！//@老七mob:回复@为你云开:不是针对谁…我是说……开玩笑了啦，先上Lightning的，后续做安卓的，看情况做USB-C的，安卓还得做正反两种，闹心。 //@为你云开:就没有安卓的吗？算是歧视吗  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2016-03-25 06:51,Smartisan T2,1,0,3
DhOjEd9fT,"转发理由:万一中了呢！  
转发内容: //t.cn/Rfd3rQV ",无,无,False,无,无,2016-02-14 15:59,Smartisan T2,0,0,1
DhKShz7wn,"转发理由:怒转，马云家的没抽到，这次一定要有啊！！！！！！  
原始用户: 唐唐频道
转发内容: 办个转发抽奖，感谢大家对唐唐一直以来的喜爱！8888元、5188元、1688元等你来取！感恩～  原图 ",无,http://ww2.sinaimg.cn/large/dab056a7jw1f0xyltqhxrj20i10s00v9.jpg,False,无,无,2016-02-14 07:13,Smartisan T2,0,0,0
DgqHPED2s,"转发理由:转发微博  
原始用户: 中国医师协会
转发内容: #小故事# “医生应该得到的尊重”夏衍是这样说的做的。临终前，他感到十分难受。他的秘书说：“我去叫大夫。”正在他开门欲出时，夏衍突然睁开眼睛，艰难地说：“不是叫，是请。  原图 ",无,http://ww1.sinaimg.cn/large/6848cb96gw1f0o95i6r2oj20dw0a5wf0.jpg,False,无,无,2016-02-05 14:02,Smartisan T2,7,3,7
DfXRdDwDG,"转发理由:小米路由器专业版一个，红米一部，蓝牙耳机一个，车载充电器一个，我再想想…//@红米手机:是。我说你是，你就是 买过一件以上小米产品的米粉，过来点个到。  
原始用户: 林彭勇军
转发内容: 我同事说我算是一位彻底的米粉了，我不信，可是一看在家的就有这么多小米产品，再加上小米自拍杆，我不得不信了@红米手机 ，@小米手机，手机君，你们觉得呢  原图 ",无,//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-039d0a6a8a.png,False,无,无,2016-02-02 12:36,Smartisan T2,0,0,4
Dftoo1XvM,#罗永浩的红包#一不小心又中奖了！(≖ ‿ ≖)✧我在罗永浩 的红包中抽到了@滴滴出行 提供的“滴滴百元礼包”，好实在的礼物，让宝宝心情美丽一整天～罗永浩 的红包  ,无,无,True,无,无,2016-01-30 07:02,粉丝红包,12,0,2
DeTSEqnpr,"转发理由:转发微博  
原始用户: 当时我就震惊了
转发内容: 周杰伦钢琴版纯音乐，旋律真的是太美了http://t.cn/Rb8VJgg  ",无,无,False,无,无,2016-01-26 12:38,Smartisan T2,3,0,1
DeRKox5fM,"转发理由:转发微博  
原始用户: 许岑
转发内容: 这个可以。完整版：[第2期]日本顶级食神VS中国油条师傅  [组图共6张] 原图 ",无,"http://ww2.sinaimg.cn/large/65a6530ejw1f0cgf3ew6hj21d00rk429.jpg,http://ww3.sinaimg.cn/large/65a6530ejw1f0cgf5ictpj21cz0re782.jpg,http://ww3.sinaimg.cn/large/65a6530ejw1f0cgf7pgmqj20oj0dptap.jpg,http://ww2.sinaimg.cn/large/65a6530ejw1f0cgf9vh40j21d20rbq6o.jpg,http://ww1.sinaimg.cn/large/65a6530ejw1f0cgfbpaxfj21d40rb784.jpg,http://ww3.sinaimg.cn/large/65a6530ejw1f0cgfdehmrj21d50radjr.jpg",False,无,无,2016-01-26 07:12,Smartisan T2,1,0,0
DdEevmaKQ,"转发理由:喜欢第四个，我不是流氓！//@罗永浩:嗯，尤其是第三个。//@Danielle余小丹: 喜欢第三和第六，分分钟拔剑啊。  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2016-01-18 06:58,Smartisan T2,2,1,2
DdEbXfuhv,新的一年，希望更好！  原图 ,http://ww1.sinaimg.cn/large/43e5425djw1f039nvu2vrj20hs0npgnf.jpg,无,True,无,无,2016-01-18 06:51,Smartisan T2,170,100,157
DbT8sscxz,"转发理由:我参与了@ZEALER中国 发起的投票 【你心中的2015年度手机(按照发布时间排序)】，我投给了“锤子Smartisan T2”这个选项。你也快来表态吧~  
原始用户: ZEALER
转发内容: #2015年度十大手机# 刚刚过去的 2015 年，智能手机市场风起云涌，哪款是你心中年度最佳？转发本微博并参与投票，说出你的理由，@分期乐 准备的壕礼 2 台 iPad Pro，2 台 iPhone 6s Plus，4 台 iPhone 6s，等你来拿 （投票周五 18:00 结束）。投票：你心中的 2015 年度手机→http://t.cn/R463Ycz  原图 ",无,http://ww2.sinaimg.cn/large/b89e3f89gw1eznbb35ffqj20ri0ritd7.jpg,False,无,无,2016-01-06 17:13,投票,6,2,7
DaMWOjBD8,"转发理由:昨天晚上守在电脑前听了2个小时的相声，9:59准时去京东守着抢购，结果被老婆及时阻止，为此我们冷战了一个晚上，早上的吻别也取消了，男人没点私房钱就是不行！！！另外，32G什么时候有货呐？ //@罗永浩:转发微博  
原始用户: 锤子科技
转发内容: Smartisan T2 手机购买指南。 Smartisan T2 手机购买指南  ",无,无,False,无,无,2015-12-30 11:38,iPhone 6,49,57,57
DaHKh8Tsv,我参与了@爱否科技 发起的投票 【锤子T2（基础版本）价格竞猜】，我投给了“2499”这个选项。你也快来表态吧~http://t.cn/R4VQCsc  ,无,无,True,无,无,2015-12-29 22:23,投票,6,0,3
DaHIRnGgU,"转发理由:虽然从没中过奖，但是万一呢…  
原始用户: 锤子科技
转发内容: Smartisan T2 手机拥有纯粹的“全金属”中框，2.5D 双面玻璃。搭载新版 Smartisan OS 操作系统，内置 Qualcomm 骁龙808处理器，配有4.95吋1080p 全高清大屏。三网通杀。官网及京东商城现货发售，售完开始预付款排队购买。链接：坚果手机 - Smartisan 转发此微博，将抽取20人，赠送 Smartisan T2 一部。  原图 ",无,http://ww2.sinaimg.cn/large/b0f1c43bjw1ezgvlujvp0j20ogcrznpd.jpg,False,无,无,2015-12-29 22:20,iPhone 6,0,0,3
Dac1TixvH,"转发理由:A6等得我好苦 评论配图 //@卫程行车记录仪:嗯哼，换卫程A4s，早换早安心。  
原始用户: zhansm
转发内容: #卫程换新季# 换新换新换新，以前的保险公司送的，现在换汽车之家推荐的卫程@卫程行车记录仪  [组图共2张] 原图 ",https://ww3.sinaimg.cn/large/43e5425dgw1ezd0704fusj20c80gbdgt.jpg,"http://ww3.sinaimg.cn/large/76533895jw1ezcylgr1cfj21kw23uak1.jpg,http://ww2.sinaimg.cn/large/76533895jw1ezcylhdkakj21kw23u7d2.jpg",False,无,无,2015-12-26 13:39,iPhone 6,1,0,0
D9hzpealJ,"转发理由:转发微博  
原始用户: 武汉大学
转发内容: PPT制作技能，技多不压身，转需！via@黑客师  [组图共9张] 原图 ",无,"http://ww2.sinaimg.cn/large/634fd979gw1ez62ik39bgj20c50yfaev.jpg,http://ww4.sinaimg.cn/large/634fd979gw1ez62ikdkvvj20c80l00vo.jpg,http://ww4.sinaimg.cn/large/634fd979gw1ez62ikuis2j20c80jrac1.jpg,http://ww1.sinaimg.cn/large/634fd979gw1ez62il8ew6j20c80tfdjp.jpg,http://ww4.sinaimg.cn/large/634fd979gw1ez62im60y9j20c81aewl0.jpg,http://ww2.sinaimg.cn/large/634fd979gw1ez62im8q7bj20c80fdwgh.jpg,http://ww2.sinaimg.cn/large/634fd979gw1ez62imhzd0j20c80edwgd.jpg,http://ww3.sinaimg.cn/large/634fd979gw1ez62imzpboj20c80p3q66.jpg,http://ww3.sinaimg.cn/large/634fd979gw1ez62incxi8j20c80pgdip.jpg",False,无,无,2015-12-20 13:55,iPhone 6,1,1,0
D5Pw1yWeD,小米&微博感恩季，不光游戏好玩，还送100台红米Note3！手机点击话题#红米Note3#或小米&微博感恩季 就能玩，还可赢手机充值卡、移动电源等感恩好礼！千元旗舰，如你所愿：899元红米Note3，我最喜欢极速指纹识别，芯片级加密，解锁更方便，支付更安心，我为它点赞！了解新品→http://t.cn/RU1lR6s  原图 ,http://ww2.sinaimg.cn/large/a831c44fjw1eycgxt5jytj20u045zb29.jpg,无,True,无,无,2015-11-27 20:59,微博活动,4,0,2
D5jP2hel4,"转发理由:转发微博  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",无,无,False,无,无,2015-11-24 12:18,iPhone 6,0,0,0
D4L0yh9PX,十年过去了，你的真朋友还剩几个？ - 这一路你挺我，我心里有数！快来查看你的汽车之家大数据。 http://t.cn/RUmsxe7   原图 ,http://ww2.sinaimg.cn/large/43e5425djw1ey7oblj6lcj206o06omxw.jpg,无,True,无,无,2015-11-20 19:40,分享按钮,8,0,4
D3C064kYy,"转发理由:A6到底什么时候出？  
原始用户: 卫程电动出行
转发内容: 新版人民币今天面世啦，用它来买卫程A4s可好？  [组图共3张] 原图 ",无,"http://ww3.sinaimg.cn/large/d8f80373jw1exyh7o6597j20m80b2goz.jpg,http://ww3.sinaimg.cn/large/d8f80373jw1exyh79szhjj20m80b2q68.jpg,http://ww4.sinaimg.cn/large/d8f80373jw1exyh7hoiatj20wc0m8dhx.jpg",False,无,无,2015-11-13 06:54,iPhone 6,0,0,1
CycwZbkwG,"转发理由:@锤子科技   
原始用户: xiaolwl
转发内容: 今天下楼发现了，好快！@罗永浩 武汉·华润置地公馆  原图 ",无,http://ww2.sinaimg.cn/large/43e5425djw1evkic4kktoj20dc0hsdha.jpg,False,无,无,2015-08-30 12:18,iPhone 6,0,1,1
CycrqmEkQ,今天下楼发现了，好快！@罗永浩 武汉·华润置地公馆  显示地图 原图 ,http://ww2.sinaimg.cn/large/43e5425djw1evkic4kktoj20dc0hsdha.jpg,无,True,无,武汉·华润置地公馆,2015-08-30 12:05,iPhone 6,85,53,67
CxDJCBTAx,"转发理由:嘿嘿，希望能被抽中！  
原始用户: 坚果手机
转发内容: #锤子科技2015夏季新品发布会# 坚果手机，搭载 Smartisan OS 操作系统，内置Qualcomm 骁龙615处理器、5.5吋1080p全高清大屏。另有七彩背壳可随心选购，漂亮得不像实力派。今晚22:30正式开售。关注@坚果手机 转发这条微博，我们将在四十八小时内送出一百台坚果手机。开售链接：坚果手机 - Smartisan  原图 ",无,http://ww4.sinaimg.cn/large/0065AuX8gw1evf7lfv8o6j30lx6bnh8j.jpg,False,无,无,2015-08-26 19:43,iPhone 6,0,0,1
CqKwpg7zE,"转发理由:转发微博  
原始用户: 崔玉涛
转发内容: 对还不能独坐的孩子，不是“锻炼“孩子坐着，而是观察孩子趴着、翻身这些先期的运动发育如何？婴儿满月时趴着即可抬头；满2个月时，趴着不仅可抬头，还可通过双上肢支撑将胸离开床面。紧接着会翻身，继试图爬行。若这些都不行，腰背部肌肉就不能支撑孩子坐着。运动发育要循序渐进。#崔玉涛谈生长发育#  ",无,无,False,无,无,2015-07-12 12:08,iPhone 6,1,0,0
CafhFvKw8,"#我要用支付宝缴费#我是武汉的,我们家电费什么时候能在支付宝上详单查询呢?希望尽快开通噢。 http://t.cn/8s9ep31  ",无,无,True,无,无,2015-03-25 23:12,支付宝,30,2,11
C5vxqcfrq,#罗翔的红包#羊年到，鸿运照！我刚抽到了罗翔 发出的现金红包，感觉自己棒棒哒~！在此也祝大家羊年大吉！喜气洋洋~罗翔 的红包  ,无,无,True,无,无,2015-02-22 19:23,粉丝红包,2,0,3
C4w1TCEcH,#Mylove你好的红包#羊年未到，好运先行！我刚抽到了Mylove你好 发出的现金红包，感觉自己棒棒哒~！除夕晚20点-24点，粉丝红包疯狂挥洒1亿现金！~好期待！Mylove你好 的红包  ,无,无,True,无,无,2015-02-16 06:48,粉丝红包,2,0,1
C4iHK8YMk,#Love琪琪0322的红包#红包最暖心~我在Love琪琪0322 的红包中抽到了@快的打车 提供的“快的打车6元红包”，快来试试手气，你与幸福之间只有一个红包的距离！Love琪琪0322 的红包  ,无,无,True,无,无,2015-02-14 20:52,粉丝红包,0,0,1
C3jEXpYOw,@老七mob 贵店里有两款这个星球最牛逼的9.7寸平板，还“没有之一”，你怎么解释？  原图 ,http://ww3.sinaimg.cn/large/43e5425djw1ep1oztt3h9j20ez0qogpq.jpg,无,True,无,无,2015-02-08 09:28,iPhone 6,17,0,11
C29OutIFK,ZEALER FIX 靠谱，点赞啊！！！@ZEALER中国 @王自如ZEALER  [组图共8张] 原图 ,"http://ww4.sinaimg.cn/large/43e5425djw1eosvtnqz5pj20xc18gti7.jpg,http://ww1.sinaimg.cn/large/43e5425djw1eosvtlnw09j218g0xck48.jpg,http://ww3.sinaimg.cn/large/43e5425djw1eosvtpo3s0j20qo0zkgti.jpg,http://ww4.sinaimg.cn/large/43e5425djw1eosvtuhxqnj20xc18gwpu.jpg,http://ww3.sinaimg.cn/large/43e5425djw1eosvtw54s0j218g0xcn4z.jpg,http://ww2.sinaimg.cn/large/43e5425djw1eosvtya88ij218g0xcqal.jpg,http://ww3.sinaimg.cn/large/43e5425djw1eosvu240s7j218g0xcdob.jpg,http://ww3.sinaimg.cn/large/43e5425djw1eosvu4gvxuj218g0xc7g6.jpg",无,True,无,无,2015-01-31 18:34,iPhone 6,90,4,35
BDr5S3pKm,跨年  [组图共9张] 原图 ,"http://ww2.sinaimg.cn/large/43e5425djw1entapxxi2bj22io1w0qv5.jpg,http://ww1.sinaimg.cn/large/43e5425djw1entaq83pc1j22io1w01ky.jpg,http://ww4.sinaimg.cn/large/43e5425djw1entaqhw3waj21w02iob29.jpg,http://ww3.sinaimg.cn/large/43e5425djw1entaqsc5gdj21w02iox6p.jpg,http://ww4.sinaimg.cn/large/43e5425djw1entas2brnvj21w02ioe81.jpg,http://ww2.sinaimg.cn/large/43e5425djw1entar4x4o5j21w02ioe82.jpg,http://ww4.sinaimg.cn/large/43e5425djw1entardm7r0j21w02ionpd.jpg,http://ww4.sinaimg.cn/large/43e5425djw1entarmz3scj21w02ioqv5.jpg,http://ww3.sinaimg.cn/large/43e5425djw1entaruy4xwj22io1w0e81.jpg",无,True,无,无,2014-12-31 23:50,iPhone 6,253,17,129
BBK1X8rBe,我刚换了“梦幻星空”套装，好漂亮，你们都快来试试！ 我的首页 微博-随时随地发现新鲜事  原图 ,http://ww3.sinaimg.cn/large/6b888227jw1e5ayxvakl6j20c808haav.jpg,无,True,无,无,2014-12-20 20:22,微博 weibo.com,5,0,6
